Spielidee,Computergraphik,2.80952381
Sport,bargeldlos,0.428571429
starten,Endlast,0.904761905
stehen,Finger,0.476190476
stehen,politisch,1.142857143
strafen,Paragraph,3.047619048
Studie,Anpassung,1.428571429
Stufe,beurteilen,1.952380952
Stuttgart,Ausbildung,0.80952381
Suche,Entnahme,1.142857143
Tätigkeit,ausführen,3.666666667
Tätigkeit,Maschine,2.619047619
Tätigkeitsbezeichnung,Personal,2.666666667
Tiefbaubauingenieur,heranführen,0.619047619
Tomcat,zentral,0.666666667
Trage,Berührung,0.761904762
Turnier,Sport,3.619047619
Übersicht,Kursstätte,0.904761905
überzeugen,Kommunikation,2.80952381
üblich,Sport,0.714285714
Umwelt,Organisationskompetenz,1.333333333
Umweltschutz,Gesundheitsschutz,2.857142857
Uni,Titel,3.095238095
Universität,Anforderung,2.952380952
Universität,Bildungseinrichtung,3.904761905
Universität,Euro,1.238095238
Universitätsklinik,Universität,3.523809524
unterrichten,soft,0.714285714
Unterrichtsmittel,Versuchsfläche,1.619047619
unterschiedlich,fallen,0.571428571
unterzeichnen,gewährleisten,1.80952381
verantwortlich,Firma,2.333333333
verarbeiten,dichten,1.380952381
verfügen,Kommunikation,1.095238095
Verkäuferinnen,Gesteck,1.19047619
Verwaltung,Betriebswirt,2.857142857
Vortrag,technisch,1.80952381
Wahlfächer,Gymnasium,3.238095238
wahrnehmen,Grundsatzfrage,0.857142857
wahrnehmen,selbstständig,1.238095238
wahrnehmen,Trägereinrichtung,0.380952381
wahrnehmen,zusammenarbeiten,0.761904762
Wartung,Einhaltung,2
Weiterbildung,Arbeitsbereich,2.571428571
Welthungerhilfe,Form,0.714285714
Widerstand,diagnostisch,0.571428571
Wirtschaftsminister,handeln,2.380952381
Wörterbuch,Bewertung,0.857142857
Zusammenarbeit,Objekt,1.095238095
Zusammenarbeit,Wiki,2.761904762
zusammenstellen,zwei,1.952380952
