中东	和平	2.1666666667
埃爾維斯·皮禮士利	乡村音乐	1.3333333333
加州神鷲	秘鲁	0
白頭海鵰	物理学	0.1666666667
披頭四樂隊	Pop (音樂類型)	4
查尔斯·达尔文	化学	0.6666666667
家族	企劃	1.3333333333
拿破仑一世	犹太教	0.1666666667
宗教	美国宪法	1.8333333333
快樂	綠色	1
巴西	啤酒	2.3333333333
Google	互联网	3.6666666667
迈克尔·杰克逊	Pop (音樂類型)	3.3333333333
萊昂哈德·歐拉	电视	1
英格兰	乾酪	1.6666666667
微软	Facebook	2.3333333333
虎	虎	4
玉米	磚	0
美國	巧克力	2.8333333333
綠色	小刀	0.5
艺术	恐惧	1
澳大利亚	乾酪	0.8333333333
建筑师	刚果民主共和国	0.3333333333
省长	面談	0.8333333333
魔兽世界	艺术	0.8333333333
和平	鸠鸽科	1.5
春季	夏季	3.5
ABBA	摇滚乐	2
伽利略·伽利莱	物理学	3.6666666667
布蘭妮·斯皮爾斯	印度尼西亚	0
齐柏林飞船 (乐团)	Pop (音樂類型)	2.3333333333
快樂	黄色	1.3333333333
惡	伦理学	3
Facebook	Google	2.6666666667
阿尔伯特·爱因斯坦	味觉	0.3333333333
战争	鸠鸽科	1.8333333333
战争	鹰	1.1666666667
亚西尔·阿拉法特	和平	2.5
南美洲	红色	0.5
爱尔兰岛	啤酒	2.3333333333
克里斯托弗·哥伦布	澳大利亚	0.3333333333
萊昂哈德·歐拉	数学	2.8333333333
DeviantART	艺术	4
法国	啤酒	1.5
联邦调查局	指紋	3.8333333333
葡萄酒	Flickr	0.1666666667
舞蹈	啤酒	1.8333333333
美國	葡萄酒	2.3333333333
秋季	春季	3.5
夏季	干旱	2.8333333333
白頭海鵰	巴西	0.3333333333
白頭海鵰	艺术	0.6666666667
黄色	愛	0.6666666667
贝拉克·奥巴马	经济衰退	3
南美洲	佛教	0.8333333333
悲傷	藍色	2.1666666667
化学	物理学	3.6666666667
互联网	真理	1.1666666667
基督教	民主	1.8333333333
貨幣	元 (貨幣)	3.6666666667
查尔斯·达尔文	数学	0.8333333333
萊昂哈德·歐拉	物理学	1.6666666667
耶鲁大学	哈佛大学	3.6666666667
伽利略·伽利莱	廚房	0
战争	狮	0.8333333333
加州神鷲	亚历山大大帝	0.6666666667
德国	乾酪	1.3333333333
蘋果公司	微软	4
