Krebserkennung , Röntgenaufnahme ,2
kühl , hübsch ,0.375
Kulturwissenschaft , Grafiker ,0.625
lachen , leben ,1.625
lassen , prägen ,0.25
laufen , bleiben ,1.25
leben , hell ,0.125
leben , Tod ,3.25
Lebensbedürfnis , ansiedeln ,0.375
legen , Tisch ,1.125
lernen , gleichzeitig ,0
Lied , singen ,3.375
Linguistik , Wissenschaft ,3.5
Luft , Leben ,2.75
Lupe , suchen ,2
lustig , Witz ,3.25
machen , anfertigen ,3.625
machen , ausüben ,2.5
Macht , Reich ,2.5
Mai , Januar ,2.875
Mann , Geschäftspartner ,1.5
männlich , weiblich ,3.125
Marktl , Bayern ,2.25
Mehrarbeit , Workaholic ,2
Meinung , Überzeugung ,3.125
Mercedes , Premium-Hersteller ,2.625
Minister , Außenminister ,3.375
Minister , Ministerpräsident ,3.375
Minister , Politiker ,3.25
mitteilen , Nachricht ,3
moderat , extra ,1.25
modern , sportlich ,1.25
momentan , kommend ,1.375
Monat , alt ,2.25
Montag , November ,2.375
Motor , Hubraum ,2.75
nachgehen , untersuchen ,2.75
Natur , künstlich ,2.625
Niedersachse , Landesverband ,1.625
niederschmetternd , positiv ,1.625
Objekt , Gegenstand ,3.875
objektiv , subjektiv ,3.125
pädagogisch , weitläufig ,0.5
Papst , Kirche ,3.375
parallel , linear ,1.75
Paß , Reiseschutzpass ,2.75
Petersdom , Inaugurationsmesse ,2.625
Pinguin , baden ,1.5
plätschern , Wasser ,2.875
Platz , aufblähen ,0.125
Platz , Petersplatz ,3.125
Pontifikat , Papst ,3.375
Post , Portokost ,3
Premium-Hersteller , Opel ,1.625
Premium-Hersteller , VW ,2
Problem , Schwierigkeit ,3.25
Projekt , Aktion ,2
Prozentzeichen , Symbol ,3.375
Prüfung , Zeugnis ,2.5
Punktverlust , Platz ,1.125
Ratzinger , Papst ,3.375
Relevanz , relevant ,3.875
riesig , üppig ,2.625
rot-weiß , weißblau ,2.75
sachlich , Seriosität ,2.125
sagen , erklären ,2.125
sagen , mitteilen ,3.125
Sandwich-Konzept , Sicherheit ,0.5
schauen , sehen ,3.75
Schleusung , Betrugshandlung ,2.125
schließen , Überlegung ,0.875
Schrank , Küchenschrank ,3.375
Schwabe , sparen ,2.75
Schwabe , Stuttgarter ,3.375
Seitenansicht , A-Säule ,0.875
Selbstinszenierung , Beziehungsarbeit ,0.5
serienmäßig , extra ,2.125
Sicherheit , Frontalkollision ,1.625
Sicherheit , klobig ,0.25
Sohn , aussteigen ,0
Sohn , Vater ,3.375
Spitz , allein ,1.125
Spitz , hoch ,2.25
sportlich , Interior ,0
sportlich , teuer ,0.375
stark , Gehaltsunterschied ,0.125
stark , Kämpfer ,1.875
Steckdose , komplex ,0.125
Steckdose , Stern ,0.125
Stellenangebot , sehen ,0.375
Stellenangebot , Wochenzeitung ,2.25
Stellenanzeige , Bewerbungsgespräch ,2.25
Stellenanzeige , rasch ,0.5
Stoiber , drehfreudig ,0.25
Stoiber , Ministerpräsident ,3.125
Studie , Dissertationsthema ,1.875
Studie , Ergebnis ,2.75
Studierende , Abteilung ,1.625
Studierende , Note ,2.375
Studium , arbeiten ,2.625
Studium , Beruf ,3
Studium , deutsch ,0.25
Studium , Europa ,0.5
Studium , Gegenstand ,0.875
Studium , studieren ,4
suchen , Bundesbürger ,0
suchen , finden ,3
Suchmaschinenbetreiber , Eleganz ,0.25
Suchmaschinenbetreiber , Linkstatistik ,1.75
Suchstrategie , Optik ,0.25
Suchstrategie , suchen ,3.5
summieren , selbstbewußt ,0.125
summieren , teuer ,0.875
Tag , demütig ,0.25
Tag , Donnerstag ,3.375
Tag , Leben ,1.5
Tag , Schreibtisch ,0
Tag , sichtbar ,0.625
Tag , Stunde ,2.75
Tastatur , Gott ,0
Tastatur , Suche ,0.625
Tätigkeit , Arbeit ,3
Tätigkeit , visuell ,0.125
teuer , kostspielig ,3.875
teuer , Symbol ,0.25
Tier , Natur ,2.625
Tier , Röntgenaufnahme ,0.25
Tierpark , Giraffe ,3
Tierpark , Grafik ,0.5
Tod , ähneln ,0
Tod , Beerdigung ,3.25
Topmanagement , Job ,2.5
Topmanagement , Unternehmen ,2.75
Traurigkeit , bekommen ,0.125
Traurigkeit , Heimgang ,1.125
überzeugen , Mitschuld ,0.5
überzeugen , zeigen ,1.5
Überzeugung , übertreiben ,0.625
Überzeugung , Zweifel ,2.625
Umfrage , Erfolg ,0.125
Umfrage , Quartalsumfrage ,2.875
umklappen , Berlin-Kreuzberg ,0
umklappen , flachlegen ,1.625
Unternehmen , Dieselversion ,0
Unternehmen , Firma ,3.625
untersuchen , Benedikt ,0
untersuchen , suchen ,2.5
Untersuchungsausschuß , aussagen ,1.875
Untersuchungsausschuß , umfassen ,0.375
van , Sports-Tourer ,2.375
van , Vorschrift ,0.25
Vatikan , ausgehen ,0.125
Vatikan , Katholik ,3.25
veranstalten , betreuen ,1.375
veranstalten , dauern ,0.75
verantwortlich , Amt ,2.25
verantwortlich , zuständig ,3.625
vergehen , damalig ,3.25
vergehen , weißblau ,0
Vergangenheit , alt ,2
Vergangenheit , Deutschland ,1
verhindern , bayerisch ,0
verhindert , Beihilfe ,0.75
verkaufen , bezahlen ,2.5
verkaufen , fahren ,0.125
Vernehmung , bedrohen ,0.75
Vernehmung , vernommen ,3.625
versäumen , sagen ,0.125
versäumen , überprüfen ,0.125
verschicken , Post ,3
verschicken , Rede ,0.25
versichern , Auftritt ,0.125
versichern , bedauern ,0.5
viel , groß ,2
viel , schreiben ,0.375
Volierenzelt , Erfolg ,0
Volierenzelt , Käfig ,2.375
vorankommen , Entwicklung ,2.5
vorankommen , Grundpreis ,0.25
weit , Bewerbung ,0
weit , erklären ,0.25
weit , nahe ,3.125
weit , wegrennen ,1.5
Welle , Schaden ,1
Welle , Surfer ,3.125
Widerspruch , Analyse ,1.125
Widerspruch , Gebiet ,0
Wien , deutschsprachig ,3
Wien , Kopfairbag ,0
Wirtschaftsprofessor , Irrtum ,0.375
Wirtschaftsprofessor , Professor ,3.625
Wirtschaftsuniversität , Abteilung ,1.75
Wirtschaftsuniversität , historisch ,0.625
Witz , Gepäckkontrolle ,0.25
Witz , Joke ,4
Witz , Kopf ,1.125
Witz , Makake ,0.125
Zebra , Stellenanzeige ,0
Zebra , Tier ,3.25
Zielstrebigkeit , ablehnen ,0.25
Zielstrebigkeit , Erfolg ,2.625
